"importId","name"
"1201","Rouiba"
"1202","Rouina"
"1203","Rouissat"
"1204","Sabra"
"1205","Safel El Ouiden"
"1206","Safsaf"
"1207","Saf Saf El Ouesra"
"1208","Saharidj"
"1209","Sa�da"
"1210","Salah Bey"
"1211","Salah Bouchaour"
"1212","Sali"
"1213","Saneg"
"1214","Saoula"
"1215","Sayada"
"1216","Sebaa"
"1217","Sebaine"
"1218","Sebbaa Chioukh"
"1219","Sebdou"
"1220","Sebgag"
"1221","Sebseb"
"1222","Sebt"
"1223","Seddouk"
"1224","Sedjerara"
"1225","Sed Rahal"
"1226","Sedrata"
"1227","Sedraya"
"1228","Sefiane"
"1229","Seggana"
"1230","Seghouane"
"1231","Sehailia"
"1232","Sehala Thaoura"
"1233","Selaoua Announa"
"1234","Selma Benziada"
"1235","Selmana"
"1236","Sendjas"
"1237","Seraidi"
"1238","Serdj-El-Ghoul"
"1239","Serghine"
"1240","Seriana"
"1241","Setif"
"1242","Settara"
"1243","Sfisef"
"1244","Sfissifa"
"1245","Si Abdelghani"
"1246","Sidi Abdelaziz"
"1247","Sidi Abdeldjebar"
"1248","Sidi Abdelli"
"1249","Sidi Abdelmoumene"
"1250","Sidi Abderrahmane"
"1251","Sidi Abderrahmane"
"1252","Sidi Abed"
"1253","Sidi Ahmed"
"1254","Sidi-Aich"
"1255","Sidi Aissa"
"1256","Sidi Akkacha"
"1257","Sidi Ali"
"1258","Sidi Ali Benyoub"
"1259","Sidi Ali Boussidi"
"1260","Sidi Ali Mellal"
"1261","Sidi Amar"
"1262","Sidi Amar"
"1263","Sidi Amar"
"1264","Sidi Ameur"
"1265","Sidi Ameur"
"1266","Sidi Amrane"
"1267","Sidi Aoun"
"1268","Sidi Ayad"
"1269","Sidi Baizid"
"1270","Sidi Bakhti"
"1271","Sidi Bel Abbes"
"1272","Sidi Belattar"
"1273","Sidi Ben Adda"
"1274","Sidi Ben Yebka"
"1275","Sidi Boubekeur"
"1276","Sidi Boumediene"
"1277","Sidi Boussaid"
"1278","Sidi Boutouchent"
"1279","Sidi Bouzid"
"1280","Sidi Brahim"
"1281","Sidi Chahmi"
"1282","Sidi Chouab"
"1283","Sidi Dahou Zair"
"1284","Sidi Damed"
"1285","Sidi Daoud"
"1286","Sidi Djilali"
"1287","Sidi Embarek"
"1288","Sidi Fredj"
"1289","Sidi Ghiles"
"1290","Sidi Hadjeres"
"1291","Sidi Hamadouche"
"1292","Sidi Hosni"
"1293","Sidi Kada"
"1294","Sidi Khaled"
"1295","Sidi Khaled"
"1296","Sidi Khelifa"
"1297","Sidi Khelil"
"1298","Sidi Khettab"
"1299","Sidi Khouiled"
"1300","Sidi Ladjel"
"1301","Sidi Lahcene"
"1302","Sidi Lakhdar"
"1303","Sidi Lakhdar"
"1304","Sidi Lantri"
"1305","Sidi Lazreg"
"1306","Sidi Makhlouf"
"1307","Sidi Marouf"
"1308","Sidi Medjahed"
"1309","Sidi Merouane"
"1310","Sidi Mezghiche"
"1311","Sidi M'Hamed"
"1312","Sidi M'Hamed"
"1313","Sidi M'Hamed Benali"
"1314","Sidi M'Hamed Benaouda"
"1315","Sidi Moussa"
"1316","Sidi Naamane"
"1317","Sidi Naamane"
"1318","Sidi Okba"
"1319","Sidi Ouriache (Tadmaya)"
"1320","Sidi Rabai"
"1321","Sidi Rached"
"1322","Sidi Saada"
"1323","Sidi Safi"
"1324","Sidi Semiane"
"1325","Sidi Slimane"
"1326","Sidi Slimane"
"1327","Sidi Slimane"
"1328","Sidi Tifour"
"1329","Sidi Yacoub"
"1330","Sidi Zahar"
"1331","Sidi Ziane"
"1332","Si El Mahdjoub"
"1333","Sig"
"1334","Sigous"
"1335","Si Mustapha"
"1336","Sirat"
"1337","Skikda"
"1338","Slim"
"1339","Smaoun"
"1340","Sobha"
"1341","Souaflia"
"1342","Souagui"
"1343","Souahlia"
"1344","Souamaa"
"1345","Souamaa"
"1346","Souani"
"1347","Souarekh"
"1348","Sougueur"
"1349","Souhan"
"1350","Souidania"
"1351","Souk Ahras"
"1352","Souk El Haad"
"1353","Souk El Had"
"1354","Souk El Khemis"
"1355","Souk El Tenine"
"1356","Souk-El-Thenine"
"1357","Souk Naamane"
"1358","Souk Oufella"
"1359","Souk Tleta"
"1360","Soumaa"
"1361","Sour"
"1362","Sour El Ghouzlane"
"1363","Stah Guentis"
"1364","Staoueli"
"1365","Stidia"
"1366","Still"
"1367","Stitten"
"1368","Tabelbala"
"1369","Tabia"
"1370","Tablat"
"1371","Tacheta Zegagha"
"1372","Tachouda"
"1373","Tadjemout"
"1374","Tadjena"
"1375","Tadjenanet"
"1376","Tadjrouna"
"1377","Tadmait"
"1378","Tadmit"
"1379","Tafissour"
"1380","Tafraoui"
"1381","Tafraout"
"1382","Tafreg"
"1383","Tagdemt"
"1384","Taghit"
"1385","Taghlimet"
"1386","Taghzout"
"1387","Taghzout"
"1388","Taglait"
"1389","Taguedit"
"1390","Taher"
"1391","Taibet"
"1392","Takhemaret"
"1393","Tala Hamza"
"1394","Tala-Ifacene"
"1395","Taleb Larbi"
"1396","Talkhamt"
"1397","Talmine"
"1398","Tamalous"
"1399","Tamantit"
"1400","Tamekten"
"1401","Tamelaht"
"1402","Tamenghasset"
"1403","Tamest"
"1404","Tamezguida"
"1405","Tamlouka"
"1406","Tamokra"
"1407","Tamridjet"
"1408","Tamsa"
"1409","Tamtert"
"1410","Tamza"
"1411","Tamzoura"
"1412","Taouala"
"1413","Taoudmout"
"1414","Taougrit"
"1415","Taoura"
"1416","Taourga"
"1417","Taourit Ighil"
"1418","Taouzianat"
"1419","Tarik Ibn-Ziad"
"1420","Tarmount"
"1421","Taskriout"
"1422","Tassadane Haddada"
"1423","Tassala"
"1424","Taxlent"
"1425","Taya"
"1426","Tazgait"
"1427","Tazmalt"
"1428","Tazoult"
"1429","Tazrouk"
"1430","Tebesbest"
"1431","Tebessa"
"1432","Telaa"
"1433","Telagh"
"1434","Telassa"
"1435","Teleghma"
"1436","Temacine"
"1437","Tenedla"
"1438","T�n�s"
"1439","Teniet El Abed"
"1440","Teniet En Nasr"
"1441","Tenira"
"1442","Terga"
"1443","Terny Beni Hediel"
"1444","Terraguelt"
"1445","Terrai Bainnane"
"1446","Tesmart"
"1447","Tessala-El-Merdja"
"1448","Tessala Lamtai"
"1449","Texenna"
"1450","Thelidjene"
"1451","Thenia"
"1452","Theniet El Had"
"1453","Thleth Douair"
"1454","Tianet"
"1455","Tiaret"
"1456","Tibane"
"1457","Tiberguent"
"1458","Tiberkanine"
"1459","Tichy"
"1460","Tidda"
"1461","Tidjelabine"
"1462","Tiffech"
"1463","Tifra"
"1464","Tighanimine"
"1465","Tigharghar"
"1466","Tighenif"
"1467","Tigzirt"
"1468","Tilatou"
"1469","Tilmouni"
"1470","Timezrit"
"1471","Timezrit"
"1472","Timgad"
"1473","Timiaouine"
"1474","Timizart"
"1475","Timmimoun"
"1476","Timoudi"
"1477","Tindouf"
"1478","Tinedbar"
"1479","Tinerkouk"
"1480","Tin Zaouatine"
"1481","Tiout"
"1482","Tipaza"
"1483","Tircine"
"1484","Tirmitine"
"1485","Tissemsilt"
"1486","Tit"
"1487","Tixter"
"1488","Tizi"
"1489","Tizi-Ghenif"
"1490","Tizi N'Bechar"
"1491","Tizi-N'Berber"
"1492","Tizi N'Tleta"
"1493","Tizi Ouzou"
"1494","Tizi-Rached"
"1495","T Kout"
"1496","Tlemcen"
"1497","Tolga"
"1498","Touahria"
"1499","Toudja"
"1500","Touggourt"
"1501","Tousmouline"
"1502","Tousnina"
"1503","Treat"
"1504","Trifaoui"
"1505","Tsabit"
"1506","Yabous"
"1507","Yahia Beniguecha"
"1508","Yakourene"
"1509","Yatafene"
"1510","Yellel"
"1511","Youb"
"1512","Zaafrane"
"1513","Zaarouria"
"1514","Zaccar"
"1515","Zahana"
"1516","Zanet El Beida"
"1517","Zaouia El Abidia"
"1518","Zaouiet Kounta"
"1519","Zarzour"
"1520","Zbarbar (El Isseri)"
"1521","Zeboudja"
"1522","Zeddine"
"1523","Zeghaia"
"1524","Zekri"
"1525","Zelfana"
"1526","Zemmoura"
"1527","Zemmouri"
"1528","Zenata"
"1529","Zeralda"
"1530","Zerdeza"
"1531","Zeribet El Oued"
"1532","Zerizer"
"1533","Zerouala"
"1534","Ziama Mansouria"
"1535","Zighoud Youcef"
"1536","Zitouna"
"1537","Zitouna"
"1538","Zmalet El Emir Abdelkader"
"1539","Zorg"
"1540","Zouabi"
"1541","Zoubiria"
